"idANOMALIA";"CLASSIFICACAO_ANOMALIA_idCLASSIFICACAO_ANOMALIA";"CONTRATO_idCONTRATO";"DESCRICAO";"DATA_OCORRENCIA" 
4768;3;4;"Descricao da anomalia registrada";"2017-05-05"
4769;3;1;"Descricao da anomalia registrada";"2018-08-08"
4770;1;4;"Descricao da anomalia registrada";"2019-12-06"
4771;3;4;"Descricao da anomalia registrada";"2021-06-10"
4772;3;3;"Descricao da anomalia registrada";"2020-04-08"
4773;3;6;"Descricao da anomalia registrada";"2019-10-23"
4774;1;5;"Descricao da anomalia registrada";"2019-05-02"
4775;3;2;"Descricao da anomalia registrada";"2016-05-28"
4776;3;6;"Descricao da anomalia registrada";"2018-03-18"
4777;1;4;"Descricao da anomalia registrada";"2016-05-07"
4778;1;4;"Descricao da anomalia registrada";"2020-06-07"
4779;1;4;"Descricao da anomalia registrada";"2020-04-30"
4780;3;4;"Descricao da anomalia registrada";"2016-01-01"
4781;1;1;"Descricao da anomalia registrada";"2021-03-02"
4782;1;5;"Descricao da anomalia registrada";"2016-09-01"
4783;3;4;"Descricao da anomalia registrada";"2016-08-07"
4784;1;1;"Descricao da anomalia registrada";"2017-09-14"
4785;3;4;"Descricao da anomalia registrada";"2021-06-15"
4786;3;3;"Descricao da anomalia registrada";"2017-09-08"
4787;1;6;"Descricao da anomalia registrada";"2015-11-13"
4788;1;6;"Descricao da anomalia registrada";"2018-09-17"
4789;1;1;"Descricao da anomalia registrada";"2018-01-23"
4790;3;2;"Descricao da anomalia registrada";"2020-02-29"
4791;1;5;"Descricao da anomalia registrada";"2016-02-27"
4792;5;6;"Descricao da anomalia registrada";"2021-01-10"
4793;1;3;"Descricao da anomalia registrada";"2019-11-08"
4794;1;2;"Descricao da anomalia registrada";"2020-06-09"
4795;1;3;"Descricao da anomalia registrada";"2020-08-16"
4796;1;5;"Descricao da anomalia registrada";"2019-05-14"
4797;1;6;"Descricao da anomalia registrada";"2020-06-18"
4798;1;3;"Descricao da anomalia registrada";"2016-01-12"
4799;1;2;"Descricao da anomalia registrada";"2018-03-01"
4800;1;6;"Descricao da anomalia registrada";"2021-01-08"
4801;3;5;"Descricao da anomalia registrada";"2020-07-12"
4802;1;4;"Descricao da anomalia registrada";"2017-04-12"
4803;1;5;"Descricao da anomalia registrada";"2017-09-27"
4804;1;3;"Descricao da anomalia registrada";"2015-11-09"
4805;3;3;"Descricao da anomalia registrada";"2019-05-13"
4806;1;2;"Descricao da anomalia registrada";"2018-09-10"
4807;3;1;"Descricao da anomalia registrada";"2019-11-22"
4808;1;1;"Descricao da anomalia registrada";"2017-07-11"
4809;5;3;"Descricao da anomalia registrada";"2020-10-01"
4810;1;1;"Descricao da anomalia registrada";"2018-04-04"
4811;1;5;"Descricao da anomalia registrada";"2017-07-29"
4812;1;1;"Descricao da anomalia registrada";"2017-12-03"
4813;3;1;"Descricao da anomalia registrada";"2017-06-08"
4814;3;5;"Descricao da anomalia registrada";"2015-07-30"
4815;1;2;"Descricao da anomalia registrada";"2015-12-24"
4816;1;2;"Descricao da anomalia registrada";"2018-05-08"
4817;3;6;"Descricao da anomalia registrada";"2019-05-22"
4818;1;5;"Descricao da anomalia registrada";"2017-10-19"
4819;3;6;"Descricao da anomalia registrada";"2020-02-23"
4820;1;4;"Descricao da anomalia registrada";"2016-12-18"
4821;1;5;"Descricao da anomalia registrada";"2020-11-13"
4822;1;2;"Descricao da anomalia registrada";"2018-05-19"
4823;1;2;"Descricao da anomalia registrada";"2020-08-29"
4824;1;4;"Descricao da anomalia registrada";"2020-03-29"
4825;1;1;"Descricao da anomalia registrada";"2017-01-08"
4826;4;2;"Descricao da anomalia registrada";"2020-04-20"
4827;3;1;"Descricao da anomalia registrada";"2019-11-03"
4828;5;5;"Descricao da anomalia registrada";"2021-02-20"
4829;1;6;"Descricao da anomalia registrada";"2016-07-06"
4830;1;2;"Descricao da anomalia registrada";"2019-05-03"
4831;1;6;"Descricao da anomalia registrada";"2017-05-21"
4832;1;6;"Descricao da anomalia registrada";"2017-10-20"
4833;3;6;"Descricao da anomalia registrada";"2020-08-04"
4834;4;1;"Descricao da anomalia registrada";"2019-07-20"
4835;3;5;"Descricao da anomalia registrada";"2018-11-01"
4836;1;5;"Descricao da anomalia registrada";"2019-02-14"
4837;4;5;"Descricao da anomalia registrada";"2021-07-05"
4838;1;4;"Descricao da anomalia registrada";"2017-06-09"
4839;3;5;"Descricao da anomalia registrada";"2019-04-19"
4840;1;5;"Descricao da anomalia registrada";"2020-06-05"
4841;1;5;"Descricao da anomalia registrada";"2016-04-28"
4842;1;3;"Descricao da anomalia registrada";"2020-10-02"
4843;3;3;"Descricao da anomalia registrada";"2018-11-07"
4844;3;5;"Descricao da anomalia registrada";"2017-06-28"
4845;3;1;"Descricao da anomalia registrada";"2019-10-09"
4846;1;1;"Descricao da anomalia registrada";"2021-03-11"
4847;1;2;"Descricao da anomalia registrada";"2020-05-24"
4848;1;2;"Descricao da anomalia registrada";"2020-11-30"
4849;4;5;"Descricao da anomalia registrada";"2016-11-30"
4850;1;6;"Descricao da anomalia registrada";"2018-06-24"
4851;3;5;"Descricao da anomalia registrada";"2019-06-18"
4852;1;3;"Descricao da anomalia registrada";"2020-12-13"
4853;1;4;"Descricao da anomalia registrada";"2020-01-22"
4854;1;3;"Descricao da anomalia registrada";"2015-12-28"
4855;1;5;"Descricao da anomalia registrada";"2019-08-09"
4856;1;5;"Descricao da anomalia registrada";"2017-06-02"
4857;1;6;"Descricao da anomalia registrada";"2016-07-18"
4858;1;6;"Descricao da anomalia registrada";"2021-02-28"
4859;1;3;"Descricao da anomalia registrada";"2015-03-08"
4860;1;3;"Descricao da anomalia registrada";"2020-02-19"
4861;1;5;"Descricao da anomalia registrada";"2019-03-25"
4862;1;2;"Descricao da anomalia registrada";"2018-12-04"
4863;1;1;"Descricao da anomalia registrada";"2018-06-13"
4864;1;2;"Descricao da anomalia registrada";"2021-05-15"
4865;1;1;"Descricao da anomalia registrada";"2019-06-08"
4866;1;4;"Descricao da anomalia registrada";"2016-10-15"
4867;1;4;"Descricao da anomalia registrada";"2019-05-14"
4868;1;2;"Descricao da anomalia registrada";"2020-08-21"
4869;1;4;"Descricao da anomalia registrada";"2017-11-02"
4870;1;4;"Descricao da anomalia registrada";"2018-10-23"
4871;1;1;"Descricao da anomalia registrada";"2020-08-22"
4872;1;1;"Descricao da anomalia registrada";"2015-02-21"
4873;1;1;"Descricao da anomalia registrada";"2019-05-11"
4874;1;5;"Descricao da anomalia registrada";"2021-02-27"
4875;1;4;"Descricao da anomalia registrada";"2018-03-01"
4876;1;6;"Descricao da anomalia registrada";"2015-02-26"
4877;1;4;"Descricao da anomalia registrada";"2018-11-24"
4878;1;6;"Descricao da anomalia registrada";"2021-02-28"
4879;1;4;"Descricao da anomalia registrada";"2021-03-22"
4880;1;3;"Descricao da anomalia registrada";"2020-12-02"
4881;1;2;"Descricao da anomalia registrada";"2018-02-02"
4882;1;6;"Descricao da anomalia registrada";"2019-10-06"
4883;1;6;"Descricao da anomalia registrada";"2020-12-11"
4884;1;5;"Descricao da anomalia registrada";"2015-05-09"
4885;1;4;"Descricao da anomalia registrada";"2016-09-17"
4886;1;6;"Descricao da anomalia registrada";"2019-10-15"
4887;1;1;"Descricao da anomalia registrada";"2019-08-14"
4888;1;5;"Descricao da anomalia registrada";"2018-07-05"
4889;1;6;"Descricao da anomalia registrada";"2017-01-22"
4890;1;4;"Descricao da anomalia registrada";"2018-11-02"
4891;1;2;"Descricao da anomalia registrada";"2021-06-01"
4892;1;4;"Descricao da anomalia registrada";"2020-02-01"
4893;1;5;"Descricao da anomalia registrada";"2018-05-14"
4894;1;3;"Descricao da anomalia registrada";"2016-07-05"
4895;1;2;"Descricao da anomalia registrada";"2017-01-15"
4896;1;2;"Descricao da anomalia registrada";"2017-02-19"
4897;1;5;"Descricao da anomalia registrada";"2017-01-11"
4898;1;3;"Descricao da anomalia registrada";"2016-11-24"
4899;1;3;"Descricao da anomalia registrada";"2020-10-09"
4900;1;4;"Descricao da anomalia registrada";"2017-09-05"
4901;1;1;"Descricao da anomalia registrada";"2021-03-28"
4902;1;6;"Descricao da anomalia registrada";"2018-06-10"
4903;1;5;"Descricao da anomalia registrada";"2017-12-28"
4904;1;6;"Descricao da anomalia registrada";"2017-02-09"
4905;1;5;"Descricao da anomalia registrada";"2017-02-20"
4906;1;6;"Descricao da anomalia registrada";"2020-04-14"
4907;1;3;"Descricao da anomalia registrada";"2021-03-18"
4908;1;6;"Descricao da anomalia registrada";"2016-01-08"
4909;1;3;"Descricao da anomalia registrada";"2017-06-07"
4910;1;3;"Descricao da anomalia registrada";"2018-06-16"
4911;1;3;"Descricao da anomalia registrada";"2015-10-16"
4912;1;4;"Descricao da anomalia registrada";"2021-05-03"
4913;1;5;"Descricao da anomalia registrada";"2017-05-16"
4914;1;5;"Descricao da anomalia registrada";"2018-12-20"
4915;1;2;"Descricao da anomalia registrada";"2015-06-13"
4916;1;4;"Descricao da anomalia registrada";"2020-10-21"
4917;1;5;"Descricao da anomalia registrada";"2015-04-27"
4918;1;5;"Descricao da anomalia registrada";"2021-02-08"
4919;1;3;"Descricao da anomalia registrada";"2018-07-31"
4920;1;2;"Descricao da anomalia registrada";"2021-02-24"
4921;1;6;"Descricao da anomalia registrada";"2021-02-27"
4922;1;3;"Descricao da anomalia registrada";"2016-02-17"
4923;1;6;"Descricao da anomalia registrada";"2019-05-31"
4924;1;3;"Descricao da anomalia registrada";"2019-07-19"
4925;1;4;"Descricao da anomalia registrada";"2015-07-23"
4926;1;1;"Descricao da anomalia registrada";"2020-11-03"
4927;1;4;"Descricao da anomalia registrada";"2020-06-10"
4928;1;5;"Descricao da anomalia registrada";"2016-06-14"
4929;1;4;"Descricao da anomalia registrada";"2020-03-21"
4930;1;1;"Descricao da anomalia registrada";"2016-12-23"
4931;1;4;"Descricao da anomalia registrada";"2018-05-20"
4932;1;5;"Descricao da anomalia registrada";"2018-06-01"
4933;1;2;"Descricao da anomalia registrada";"2020-09-06"
4934;1;3;"Descricao da anomalia registrada";"2020-07-22"
4935;1;6;"Descricao da anomalia registrada";"2020-02-08"
4936;1;4;"Descricao da anomalia registrada";"2016-02-07"
4937;1;4;"Descricao da anomalia registrada";"2015-04-23"
4938;1;2;"Descricao da anomalia registrada";"2020-05-13"
4939;1;4;"Descricao da anomalia registrada";"2017-02-01"
4940;1;5;"Descricao da anomalia registrada";"2018-02-12"
4941;1;6;"Descricao da anomalia registrada";"2017-07-23"
4942;1;5;"Descricao da anomalia registrada";"2020-05-26"
4943;1;4;"Descricao da anomalia registrada";"2015-06-27"
4944;1;4;"Descricao da anomalia registrada";"2021-03-08"
4945;1;2;"Descricao da anomalia registrada";"2016-10-30"
4946;1;5;"Descricao da anomalia registrada";"2018-05-12"
4947;1;5;"Descricao da anomalia registrada";"2015-06-27"
4948;1;5;"Descricao da anomalia registrada";"2017-12-04"
4949;1;3;"Descricao da anomalia registrada";"2017-05-21"
4950;1;1;"Descricao da anomalia registrada";"2021-03-14"
4951;1;1;"Descricao da anomalia registrada";"2020-12-28"
4952;1;1;"Descricao da anomalia registrada";"2015-12-12"
4953;1;4;"Descricao da anomalia registrada";"2018-01-31"
4954;1;4;"Descricao da anomalia registrada";"2015-10-20"
4955;1;2;"Descricao da anomalia registrada";"2019-12-19"
4956;1;6;"Descricao da anomalia registrada";"2021-07-29"
4957;1;2;"Descricao da anomalia registrada";"2015-08-18"
4958;1;6;"Descricao da anomalia registrada";"2021-05-13"
4959;1;3;"Descricao da anomalia registrada";"2020-06-08"
4960;1;4;"Descricao da anomalia registrada";"2017-10-31"
4961;1;2;"Descricao da anomalia registrada";"2020-10-13"
4962;1;3;"Descricao da anomalia registrada";"2019-12-28"
4963;1;6;"Descricao da anomalia registrada";"2015-08-18"
4964;1;2;"Descricao da anomalia registrada";"2016-08-05"
4965;1;1;"Descricao da anomalia registrada";"2018-08-03"
4966;1;1;"Descricao da anomalia registrada";"2016-10-21"
4967;1;4;"Descricao da anomalia registrada";"2015-01-26"
4968;1;1;"Descricao da anomalia registrada";"2015-12-24"
4969;1;2;"Descricao da anomalia registrada";"2015-02-27"
4970;1;1;"Descricao da anomalia registrada";"2019-11-25"
4971;1;5;"Descricao da anomalia registrada";"2015-11-30"
4972;1;4;"Descricao da anomalia registrada";"2017-06-22"
4973;1;6;"Descricao da anomalia registrada";"2016-02-23"
4974;1;6;"Descricao da anomalia registrada";"2015-12-01"
4975;1;4;"Descricao da anomalia registrada";"2017-02-27"
4976;1;6;"Descricao da anomalia registrada";"2017-07-18"
4977;1;1;"Descricao da anomalia registrada";"2016-12-13"
4978;1;3;"Descricao da anomalia registrada";"2018-03-30"
4979;1;2;"Descricao da anomalia registrada";"2021-02-08"
4980;1;2;"Descricao da anomalia registrada";"2020-02-08"
4981;1;2;"Descricao da anomalia registrada";"2021-07-05"
4982;1;3;"Descricao da anomalia registrada";"2018-01-14"
4983;1;3;"Descricao da anomalia registrada";"2017-05-19"
4984;1;6;"Descricao da anomalia registrada";"2018-01-29"
4985;1;1;"Descricao da anomalia registrada";"2015-02-19"
4986;1;6;"Descricao da anomalia registrada";"2015-04-12"
4987;1;5;"Descricao da anomalia registrada";"2018-07-07"
4988;1;1;"Descricao da anomalia registrada";"2018-06-26"
4989;1;5;"Descricao da anomalia registrada";"2018-11-20"
4990;1;3;"Descricao da anomalia registrada";"2016-01-28"
4991;1;5;"Descricao da anomalia registrada";"2021-07-24"
4992;1;5;"Descricao da anomalia registrada";"2016-06-09"
4993;1;4;"Descricao da anomalia registrada";"2019-05-24"
4994;1;2;"Descricao da anomalia registrada";"2016-08-04"
4995;1;3;"Descricao da anomalia registrada";"2015-04-17"
4996;1;2;"Descricao da anomalia registrada";"2018-07-02"
4997;1;3;"Descricao da anomalia registrada";"2021-05-20"
4998;1;4;"Descricao da anomalia registrada";"2016-10-25"
4999;1;2;"Descricao da anomalia registrada";"2021-05-22"
5000;1;6;"Descricao da anomalia registrada";"2015-07-12"
5001;1;5;"Descricao da anomalia registrada";"2018-01-19"
5002;1;2;"Descricao da anomalia registrada";"2021-07-13"
5003;1;1;"Descricao da anomalia registrada";"2015-05-03"
5004;1;3;"Descricao da anomalia registrada";"2017-08-24"
5005;1;5;"Descricao da anomalia registrada";"2020-12-10"
5006;1;5;"Descricao da anomalia registrada";"2017-12-04"
5007;1;5;"Descricao da anomalia registrada";"2018-03-28"
5008;1;6;"Descricao da anomalia registrada";"2019-03-25"
5009;1;6;"Descricao da anomalia registrada";"2015-09-22"
5010;1;2;"Descricao da anomalia registrada";"2016-08-11"
5011;1;3;"Descricao da anomalia registrada";"2017-05-15"
5012;1;1;"Descricao da anomalia registrada";"2016-08-13"
5013;1;3;"Descricao da anomalia registrada";"2020-10-18"
5014;1;2;"Descricao da anomalia registrada";"2017-04-06"
5015;1;2;"Descricao da anomalia registrada";"2017-12-13"
5016;1;5;"Descricao da anomalia registrada";"2019-01-14"
5017;1;4;"Descricao da anomalia registrada";"2020-03-24"
5018;1;1;"Descricao da anomalia registrada";"2019-04-13"
5019;1;5;"Descricao da anomalia registrada";"2020-05-23"
5020;1;5;"Descricao da anomalia registrada";"2017-06-07"
5021;1;6;"Descricao da anomalia registrada";"2015-02-12"
5022;1;4;"Descricao da anomalia registrada";"2017-09-15"
5023;1;5;"Descricao da anomalia registrada";"2015-04-06"
5024;1;3;"Descricao da anomalia registrada";"2018-08-09"
5025;1;1;"Descricao da anomalia registrada";"2018-02-09"
5026;1;4;"Descricao da anomalia registrada";"2018-11-11"
5027;1;1;"Descricao da anomalia registrada";"2021-02-14"
5028;1;6;"Descricao da anomalia registrada";"2016-07-18"
5029;1;3;"Descricao da anomalia registrada";"2020-04-19"
5030;1;4;"Descricao da anomalia registrada";"2017-03-01"
5031;1;6;"Descricao da anomalia registrada";"2020-12-11"
5032;1;3;"Descricao da anomalia registrada";"2015-04-14"
5033;1;4;"Descricao da anomalia registrada";"2018-02-27"
5034;1;6;"Descricao da anomalia registrada";"2020-04-04"
5035;1;2;"Descricao da anomalia registrada";"2016-05-18"
5036;1;3;"Descricao da anomalia registrada";"2021-02-08"
5037;1;4;"Descricao da anomalia registrada";"2017-01-12"
5038;1;1;"Descricao da anomalia registrada";"2021-07-20"
5039;1;3;"Descricao da anomalia registrada";"2018-05-28"
5040;1;6;"Descricao da anomalia registrada";"2021-04-30"
5041;1;4;"Descricao da anomalia registrada";"2018-02-24"
5042;1;1;"Descricao da anomalia registrada";"2015-08-08"
5043;1;4;"Descricao da anomalia registrada";"2017-02-09"
5044;1;6;"Descricao da anomalia registrada";"2016-01-22"
5045;1;6;"Descricao da anomalia registrada";"2021-05-26"
5046;1;3;"Descricao da anomalia registrada";"2015-09-10"
5047;1;3;"Descricao da anomalia registrada";"2018-08-06"
5048;1;2;"Descricao da anomalia registrada";"2015-05-07"
5049;1;5;"Descricao da anomalia registrada";"2018-03-22"
5050;1;3;"Descricao da anomalia registrada";"2016-06-07"
5051;1;6;"Descricao da anomalia registrada";"2015-06-07"
5052;1;4;"Descricao da anomalia registrada";"2019-04-14"
5053;1;6;"Descricao da anomalia registrada";"2018-04-06"
5054;1;6;"Descricao da anomalia registrada";"2015-03-02"
5055;1;1;"Descricao da anomalia registrada";"2015-04-20"
5056;1;6;"Descricao da anomalia registrada";"2018-12-08"
5057;1;1;"Descricao da anomalia registrada";"2015-04-19"
5058;1;5;"Descricao da anomalia registrada";"2015-02-09"
5059;1;6;"Descricao da anomalia registrada";"2017-07-29"
5060;1;1;"Descricao da anomalia registrada";"2019-10-09"
5061;1;6;"Descricao da anomalia registrada";"2016-06-20"
5062;1;6;"Descricao da anomalia registrada";"2018-07-11"
5063;1;5;"Descricao da anomalia registrada";"2020-11-08"
5064;1;2;"Descricao da anomalia registrada";"2015-04-09"
5065;1;2;"Descricao da anomalia registrada";"2017-02-01"
5066;1;6;"Descricao da anomalia registrada";"2020-02-29"
5067;1;5;"Descricao da anomalia registrada";"2020-07-10"
5068;1;6;"Descricao da anomalia registrada";"2015-11-29"
5069;1;4;"Descricao da anomalia registrada";"2020-01-01"
5070;1;6;"Descricao da anomalia registrada";"2017-11-10"
5071;1;4;"Descricao da anomalia registrada";"2015-05-25"
5072;1;4;"Descricao da anomalia registrada";"2015-11-05"
5073;1;4;"Descricao da anomalia registrada";"2017-01-01"
5074;1;4;"Descricao da anomalia registrada";"2018-07-19"
5075;1;4;"Descricao da anomalia registrada";"2018-02-01"
5076;1;4;"Descricao da anomalia registrada";"2017-07-29"
5077;1;3;"Descricao da anomalia registrada";"2019-07-12"
5078;1;5;"Descricao da anomalia registrada";"2020-01-22"
5079;1;1;"Descricao da anomalia registrada";"2015-12-28"
5080;1;5;"Descricao da anomalia registrada";"2019-03-08"
5081;1;5;"Descricao da anomalia registrada";"2015-06-03"
5082;1;4;"Descricao da anomalia registrada";"2017-05-22"
5083;1;1;"Descricao da anomalia registrada";"2017-10-30"
5084;1;4;"Descricao da anomalia registrada";"2020-07-21"
5085;1;5;"Descricao da anomalia registrada";"2019-08-23"
5086;1;5;"Descricao da anomalia registrada";"2021-06-30"
5087;1;4;"Descricao da anomalia registrada";"2019-07-20"
5088;1;4;"Descricao da anomalia registrada";"2017-07-12"
5089;1;4;"Descricao da anomalia registrada";"2016-06-26"
5090;1;6;"Descricao da anomalia registrada";"2019-09-25"
5091;1;3;"Descricao da anomalia registrada";"2017-06-08"
5092;1;5;"Descricao da anomalia registrada";"2015-12-04"
5093;1;3;"Descricao da anomalia registrada";"2015-07-04"
5094;1;2;"Descricao da anomalia registrada";"2017-08-19"
5095;1;5;"Descricao da anomalia registrada";"2020-08-16"
5096;1;5;"Descricao da anomalia registrada";"2016-08-21"
5097;1;6;"Descricao da anomalia registrada";"2021-04-05"
5098;1;3;"Descricao da anomalia registrada";"2020-02-12"
5099;1;5;"Descricao da anomalia registrada";"2019-03-24"
5100;1;2;"Descricao da anomalia registrada";"2015-07-12"
5101;1;1;"Descricao da anomalia registrada";"2020-04-10"
5102;1;5;"Descricao da anomalia registrada";"2018-06-01"
5103;1;5;"Descricao da anomalia registrada";"2020-02-13"
5104;1;1;"Descricao da anomalia registrada";"2016-02-22"
5105;1;1;"Descricao da anomalia registrada";"2020-01-23"
5106;1;2;"Descricao da anomalia registrada";"2020-03-03"
5107;1;6;"Descricao da anomalia registrada";"2017-06-21"
5108;1;4;"Descricao da anomalia registrada";"2019-12-27"
5109;1;1;"Descricao da anomalia registrada";"2019-08-16"
5110;1;5;"Descricao da anomalia registrada";"2019-01-27"
5111;1;4;"Descricao da anomalia registrada";"2019-12-11"
5112;1;3;"Descricao da anomalia registrada";"2020-05-25"
5113;1;4;"Descricao da anomalia registrada";"2021-03-31"
5114;1;2;"Descricao da anomalia registrada";"2020-03-12"
5115;1;2;"Descricao da anomalia registrada";"2019-03-14"
5116;1;3;"Descricao da anomalia registrada";"2016-03-17"
5117;1;3;"Descricao da anomalia registrada";"2015-05-26"
5118;1;2;"Descricao da anomalia registrada";"2018-11-06"
5119;1;5;"Descricao da anomalia registrada";"2021-04-15"
5120;1;6;"Descricao da anomalia registrada";"2019-03-09"
5121;1;3;"Descricao da anomalia registrada";"2019-10-31"
5122;1;6;"Descricao da anomalia registrada";"2016-05-04"
5123;1;4;"Descricao da anomalia registrada";"2016-11-06"
5124;1;2;"Descricao da anomalia registrada";"2019-04-19"
5125;1;6;"Descricao da anomalia registrada";"2018-10-22"
5126;1;2;"Descricao da anomalia registrada";"2021-06-21"
5127;1;2;"Descricao da anomalia registrada";"2018-09-26"
5128;1;2;"Descricao da anomalia registrada";"2020-11-04"
5129;1;6;"Descricao da anomalia registrada";"2020-02-29"
5130;1;5;"Descricao da anomalia registrada";"2016-04-13"
5131;1;4;"Descricao da anomalia registrada";"2017-11-15"
5132;1;3;"Descricao da anomalia registrada";"2020-10-22"
5133;1;5;"Descricao da anomalia registrada";"2015-05-09"
5134;1;2;"Descricao da anomalia registrada";"2018-01-01"
5135;1;4;"Descricao da anomalia registrada";"2016-04-14"
5136;1;5;"Descricao da anomalia registrada";"2020-07-28"
5137;1;2;"Descricao da anomalia registrada";"2019-08-05"
5138;1;1;"Descricao da anomalia registrada";"2020-10-24"
5139;1;1;"Descricao da anomalia registrada";"2021-05-24"
5140;1;6;"Descricao da anomalia registrada";"2017-07-11"
5141;1;2;"Descricao da anomalia registrada";"2018-04-30"
5142;1;1;"Descricao da anomalia registrada";"2015-09-03"
5143;1;4;"Descricao da anomalia registrada";"2015-09-27"
5144;1;4;"Descricao da anomalia registrada";"2019-01-19"
5145;1;2;"Descricao da anomalia registrada";"2019-08-10"
5146;1;3;"Descricao da anomalia registrada";"2015-09-19"
5147;1;5;"Descricao da anomalia registrada";"2018-08-18"
5148;1;4;"Descricao da anomalia registrada";"2016-07-04"
5149;1;3;"Descricao da anomalia registrada";"2015-08-20"
5150;1;4;"Descricao da anomalia registrada";"2020-03-22"
5151;1;3;"Descricao da anomalia registrada";"2020-02-26"
5152;1;5;"Descricao da anomalia registrada";"2018-04-03"
5153;1;2;"Descricao da anomalia registrada";"2020-08-11"
5154;1;6;"Descricao da anomalia registrada";"2020-10-03"
5155;1;1;"Descricao da anomalia registrada";"2016-05-12"
5156;1;1;"Descricao da anomalia registrada";"2021-06-19"
5157;1;4;"Descricao da anomalia registrada";"2015-03-12"
5158;1;4;"Descricao da anomalia registrada";"2015-06-12"
5159;1;4;"Descricao da anomalia registrada";"2016-01-21"
5160;1;3;"Descricao da anomalia registrada";"2018-08-15"
5161;1;3;"Descricao da anomalia registrada";"2019-02-07"
5162;1;3;"Descricao da anomalia registrada";"2017-06-07"
5163;1;3;"Descricao da anomalia registrada";"2020-08-01"
5164;1;1;"Descricao da anomalia registrada";"2019-08-11"
5165;1;1;"Descricao da anomalia registrada";"2019-01-16"
5166;1;2;"Descricao da anomalia registrada";"2015-12-12"
5167;1;4;"Descricao da anomalia registrada";"2017-02-14"
5168;1;4;"Descricao da anomalia registrada";"2021-07-12"
5169;1;3;"Descricao da anomalia registrada";"2017-08-19"
5170;1;4;"Descricao da anomalia registrada";"2018-04-21"
5171;1;2;"Descricao da anomalia registrada";"2015-02-01"
5172;1;5;"Descricao da anomalia registrada";"2015-10-21"
5173;1;3;"Descricao da anomalia registrada";"2015-11-15"
5174;1;1;"Descricao da anomalia registrada";"2018-11-28"
5175;1;4;"Descricao da anomalia registrada";"2019-10-07"
5176;1;4;"Descricao da anomalia registrada";"2019-04-14"
5177;1;4;"Descricao da anomalia registrada";"2021-07-12"
5178;1;6;"Descricao da anomalia registrada";"2018-10-05"
5179;1;2;"Descricao da anomalia registrada";"2017-10-01"
5180;1;5;"Descricao da anomalia registrada";"2015-05-02"
5181;1;3;"Descricao da anomalia registrada";"2019-08-21"
5182;1;5;"Descricao da anomalia registrada";"2015-05-24"
5183;1;4;"Descricao da anomalia registrada";"2021-03-30"
5184;1;3;"Descricao da anomalia registrada";"2018-05-25"
5185;1;3;"Descricao da anomalia registrada";"2016-12-28"
5186;1;4;"Descricao da anomalia registrada";"2016-01-28"
5187;1;6;"Descricao da anomalia registrada";"2019-02-20"
5188;1;3;"Descricao da anomalia registrada";"2017-01-02"
5189;1;1;"Descricao da anomalia registrada";"2019-12-22"
5190;1;6;"Descricao da anomalia registrada";"2020-06-21"
5191;1;3;"Descricao da anomalia registrada";"2016-10-05"
5192;1;4;"Descricao da anomalia registrada";"2016-01-03"
5193;1;6;"Descricao da anomalia registrada";"2017-11-02"
5194;1;5;"Descricao da anomalia registrada";"2016-03-03"
5195;1;3;"Descricao da anomalia registrada";"2021-03-12"
5196;1;2;"Descricao da anomalia registrada";"2016-04-29"
5197;1;3;"Descricao da anomalia registrada";"2015-07-28"
5198;1;1;"Descricao da anomalia registrada";"2021-05-02"
5199;1;3;"Descricao da anomalia registrada";"2021-02-23"
5200;1;6;"Descricao da anomalia registrada";"2018-11-27"
5201;1;5;"Descricao da anomalia registrada";"2016-11-02"
5202;1;4;"Descricao da anomalia registrada";"2019-04-05"
5203;1;2;"Descricao da anomalia registrada";"2020-03-22"
5204;1;4;"Descricao da anomalia registrada";"2020-02-29"
5205;1;6;"Descricao da anomalia registrada";"2020-10-08"
5206;1;1;"Descricao da anomalia registrada";"2019-07-18"
5207;1;5;"Descricao da anomalia registrada";"2021-06-29"
5208;1;5;"Descricao da anomalia registrada";"2015-01-08"
5209;1;3;"Descricao da anomalia registrada";"2017-01-20"
5210;1;5;"Descricao da anomalia registrada";"2021-01-28"
5211;1;5;"Descricao da anomalia registrada";"2015-06-03"
5212;1;1;"Descricao da anomalia registrada";"2016-08-20"
5213;1;3;"Descricao da anomalia registrada";"2020-08-09"
5214;1;4;"Descricao da anomalia registrada";"2021-03-10"
5215;1;2;"Descricao da anomalia registrada";"2018-09-10"
5216;1;1;"Descricao da anomalia registrada";"2016-05-04"
5217;1;2;"Descricao da anomalia registrada";"2020-02-27"
5218;1;5;"Descricao da anomalia registrada";"2020-11-19"
5219;1;3;"Descricao da anomalia registrada";"2018-03-14"
5220;1;2;"Descricao da anomalia registrada";"2019-05-11"
5221;1;2;"Descricao da anomalia registrada";"2016-08-20"
5222;1;3;"Descricao da anomalia registrada";"2019-09-15"
5223;1;1;"Descricao da anomalia registrada";"2019-06-16"
5224;1;1;"Descricao da anomalia registrada";"2015-09-29"
5225;1;3;"Descricao da anomalia registrada";"2019-11-16"
5226;1;3;"Descricao da anomalia registrada";"2018-04-26"
5227;1;4;"Descricao da anomalia registrada";"2017-03-19"
5228;1;2;"Descricao da anomalia registrada";"2020-10-21"
5229;1;1;"Descricao da anomalia registrada";"2018-10-31"
5230;1;6;"Descricao da anomalia registrada";"2019-09-23"
